draft,lesson,block,timestamp,source,translation,score,verdict,corrected,issues
Draft 1,L4S2,36,"00:02:38,200 --> 00:02:43,280","After underlining keywords, we'll move on to step four, predict the answer.",標註出關鍵字後，我們將進入第四步：預測答案。,80,minor_issues,,[medium] terminology: None
Draft 1,L4S2,37,"00:02:43,660 --> 00:02:46,780",We need to predict which part of speech each gap needs.,我們需要預測每個空格所需的詞性（part of speech）。,100,ok,,
Draft 1,L4S2,38,"00:02:47,060 --> 00:02:51,460","Should it be a verb, a noun, an adjective, an adverb, or a number?",應該是動詞（verb）、名詞、形容詞、副詞，還是數字？,45,needs_revision,應該是動詞（verb）、名詞、形容詞、副詞，還是數位？,[high] terminology: None
Draft 1,L4S2,39,"00:02:51,460 --> 00:02:53,360",Let's take a look at these questions.,我們來看看這些問題。,100,ok,,
Draft 1,L4S2,40,"00:02:54,060 --> 00:02:57,100","Question one needs a family or surname,",第一題需要填寫 family 或 surname。,80,minor_issues,,[medium] terminology: None
Draft 1,L4S2,41,"00:02:57,100 --> 00:02:59,780",which will likely be spelled out in the recording.,這部分可能會在錄音中寫出。,77,minor_issues,這部分可能會在錄音中記錄。,[medium] terminology: None; [low] collocation: None
Draft 1,L4S2,42,"00:03:00,200 --> 00:03:02,840","In question two, we need to listen for",第二題需要聽出地址,35,needs_revision,第二題需要聽出內容,[medium] terminology: None; [high] meaning_drift: None
Draft 1,L4S2,43,"00:03:02,840 --> 00:03:07,020","an address, which includes the name of the street or road.",，包含街道或道路的英文名稱。,70,minor_issues,,[medium] terminology: None; [medium] terminology: None
Draft 1,L4S2,44,"00:03:07,280 --> 00:03:11,640",We may expect both spellings of names and numbers in this blank.,此空白處可能需要填寫人名和數字的兩種拼法。,35,needs_revision,此空白處可能需要填寫人名和數位的兩種拼法。,[high] terminology: None; [medium] terminology: None
Draft 1,L4S2,45,"00:03:12,000 --> 00:03:16,200","In question three, you will need to listen for the rest of the phone number.",第三題需要聽出電話號碼的其餘部分。,100,ok,,
Draft 1,L4S2,46,"00:03:16,400 --> 00:03:19,920","In question four, we are looking for a medical condition.",第四題需要聽出醫學狀況。,87,minor_issues,第四題需要聽出疾病。,[low] terminology: None
Draft 1,L4S2,47,"00:03:19,920 --> 00:03:22,500","When you see this on a form,",當你在表單上看到此,77,minor_issues,當你在表單上看到這個,[medium] terminology: None; [low] collocation: None
Draft 1,L4S2,48,"00:03:22,500 --> 00:03:26,040",you should prepare yourself to hear nouns or adjectives,項時，你應該準備好聽出與健康問題相關,30,needs_revision,你應該準備好聽懂名詞或形容詞,[medium] terminology: None; [medium] terminology: None; [high] meaning_drift: None
Draft 1,L4S2,49,"00:03:26,040 --> 00:03:27,900",related to health problems.,的名詞或形容詞。,35,needs_revision,與健康問題有關。,[medium] terminology: None; [high] meaning_drift: None
Draft 1,L4S2,50,"00:03:28,400 --> 00:03:32,500","Common answers often include things like allergies, or",常見答案通常包含過敏症，或,100,ok,,
Draft 1,L4S2,51,"00:03:32,500 --> 00:03:35,480",perhaps an injury like a back problem.,可能是像背部問題這樣的傷害。,100,ok,,
Draft 1,L4S2,52,"00:03:35,800 --> 00:03:38,820",Listen carefully for the speaker mentioning anything,仔細聆聽講者提及他們可能遭受的任,42,needs_revision,仔細聆聽講者提及他們可能遭受的任何事,[low] style: None; [high] meaning_drift: None
Draft 1,L4S2,53,"00:03:38,820 --> 00:03:43,020","they suffer from, or any health issues they might have.",何症狀，或可能存在的任何健康問題。,45,needs_revision,哪些症狀，或可能存在的任何健康問題。,[high] meaning_drift: None
Draft 1,L4S2,54,"00:03:43,640 --> 00:03:49,000","Remember to check your spelling carefully, as medical terms can sometimes be tricky.",記得仔細檢查拼字，因為醫學相關詞彙有時可能相當棘手。,77,minor_issues,記得仔細檢查拼法，因為醫學相關詞彙有時可能相當棘手。,[medium] terminology: None; [low] terminology: None
Draft 1,L4S2,55,"00:03:49,600 --> 00:03:54,980","Finally, for question five, the prompt asks, how did you hear about us?",最後，第五題的題目是：您是如何得知我們的？,100,ok,,
Draft 1,L4S2,56,"00:03:55,600 --> 00:04:00,140",This blank requires you to identify the source of information.,此空白處要求您找出資訊來源。,100,ok,,
Draft 1,L4S2,57,"00:04:00,940 --> 00:04:06,180","In the recording, this can usually be a specific channel of communication.",在錄音中，這通常可以是特定的溝通管道。,100,ok,,
Draft 1,L4S2,58,"00:04:07,400 --> 00:04:15,320","You should listen for keywords like advertisement, newspaper, social media, or perhaps a friend.",您應該留意像是廣告、報紙、社群媒體或朋友等關鍵字。,80,minor_issues,,[medium] terminology: None
Draft 1,L4S2,59,"00:04:16,100 --> 00:04:17,779",Have you got the information needed?,您已取得所需的資訊嗎？,100,ok,,
Draft 1,L4S2,60,"00:04:18,220 --> 00:04:20,079",Let's move on to step five.,我們繼續進行第五步。,80,minor_issues,,[medium] terminology: None
Draft 1,L4S2,61,"00:04:20,440 --> 00:04:22,980",Listen to the recording and find the words,聆聽錄音，找出具有相同,45,needs_revision,聆聽錄音，找出單字,[high] meaning_drift: None
Draft 1,L4S2,62,"00:04:22,980 --> 00:04:25,760",that have the same meaning or paraphrases.,意思或同義轉述的單字。,70,minor_issues,,[medium] terminology: None; [medium] terminology: None
Draft 1,L4S2,63,"00:04:26,000 --> 00:04:27,960",This step is very important.,這一步驟非常重要。,100,ok,,
Draft 1,L4S2,64,"00:04:28,480 --> 00:04:30,840","During the listening test, we need to find",在聽力測驗中，我們需要從錄音中,35,needs_revision,在聽力測驗中，我們需要找出,[medium] terminology: None; [high] meaning_drift: None
Draft 1,L4S2,65,"00:04:30,840 --> 00:04:34,560",paraphrases or words in the recording that have,找出同義轉述或具有相同意思的單字。,30,needs_revision,,[medium] terminology: None; [medium] terminology: None; [high] meaning_drift: None
Draft 1,L4S2,66,"00:04:34,560 --> 00:04:37,400",the same meaning with keywords in the question.,與問題中的關鍵字具有相同的意思。,80,minor_issues,,[medium] terminology: None
Draft 1,L4S2,67,"00:04:38,160 --> 00:04:40,800","And then step six, write down the answer",接著進行第六步，寫下答,30,needs_revision,接著進行第六步，寫下答案,[medium] terminology: None; [medium] terminology: None; [high] meaning_drift: None
Draft 1,L4S2,68,"00:04:40,800 --> 00:04:42,700",and don't forget to check the spelling.,案，別忘了檢查拼字。,87,minor_issues,，別忘了檢查拼字。,[low] typo: None
Draft 1,L4S2,69,"00:04:43,200 --> 00:04:48,140",Now let's listen carefully to the recording and write down the answers on your paper.,現在請仔細聆聽錄音，並將答案寫在紙上。,100,ok,,
Draft 1,L4S2,70,"00:04:49,320 --> 00:04:51,300","Good morning, Karama Karate Center.",早安，卡拉瑪空手道中心。,80,minor_issues,,[medium] terminology: None
Draft 1,L4S2,71,"00:04:51,620 --> 00:04:52,700",How can I help you today?,今天我能為您提供什麼協助？,100,ok,,
Draft 1,L4S2,72,"00:04:53,260 --> 00:04:56,500","Hi, I'd like to ask about your karate classes, please.",您好，我想諮詢關於您的空手道課程。,100,ok,,
Draft 1,L4S2,73,"00:04:56,940 --> 00:04:57,660",Of course.,當然。,70,minor_issues,,[low] style: None; [medium] terminology: None; [medium] terminology: None
Draft 1,L4S2,74,"00:04:58,000 --> 00:05:00,560",Are you registering for you or your family members?,您是為本人還是為您的家人進行註冊？,80,minor_issues,,[medium] terminology: None
Draft 1,L4S2,75,"00:05:01,160 --> 00:05:01,660",For me.,對我來說。,100,ok,,
Draft 1,L4S2,76,"00:05:02,300 --> 00:05:02,960","All right, sir.",好的，先生。,80,minor_issues,,[medium] terminology: None
Draft 1,L4S2,77,"00:05:03,460 --> 00:05:05,440","First, I need to get your basic information.",首先，我需要取得您的基本資訊。,100,ok,,
Draft 1,L4S2,78,"00:05:05,920 --> 00:05:07,140","May I have your name, please?",請問您的姓名是？,100,ok,,
Draft 1,L4S2,79,"00:05:07,660 --> 00:05:09,600","Yes, it's Philip Devon.",是的，我是 Philip Devon。,100,ok,,
Draft 1,L4S2,80,"00:05:10,160 --> 00:05:13,280",Is that D-E-V-O-N?,是 D-E-V-O-N 嗎？,100,ok,,
Draft 1,L4S2,81,"00:05:13,900 --> 00:05:17,760","No, it's D-E-V-A-U-G-H-N.",不是，是 D-E-V-A-U-G-H-N。,100,ok,,
Draft 1,L4S2,82,"00:05:18,160 --> 00:05:19,500","Sorry, it's a bit complicated.",抱歉，這有點複雜。,100,ok,,
Draft 1,L4S2,83,"00:05:19,760 --> 00:05:20,260",I'm Irish.,我是愛爾蘭人。,87,minor_issues,,[low] style: None
Draft 1,L4S2,84,"00:05:20,920 --> 00:05:21,300",Got it.,了解了。,45,needs_revision,瞭解了。,[high] terminology: None
Draft 1,L4S2,85,"00:05:21,400 --> 00:05:21,900",Thank you.,謝謝。,100,ok,,
Draft 1,L4S2,86,"00:05:22,200 --> 00:05:23,300",And your date of birth?,您的出生日期為何？,100,ok,,
Draft 1,L4S2,87,"00:05:23,920 --> 00:05:27,220","It's the 31st of October, 1997.",這是1997年10月31日。,100,ok,,
Draft 1,L4S2,88,"00:05:28,060 --> 00:05:29,180","Oh, it's on Halloween.",喔，是在萬聖節。,100,ok,,
Draft 1,L4S2,89,"00:05:29,920 --> 00:05:30,320",Yes.,是。,100,ok,,
Draft 1,L4S2,90,"00:05:30,520 --> 00:05:30,760",Haha.,哈哈。,100,ok,,
Draft 1,L4S2,91,"00:05:31,380 --> 00:05:33,000","Now, could you give me your address?",請問，可以給我你的地址嗎？,100,ok,,
Draft 1,L4S2,92,"00:05:33,860 --> 00:05:38,340","Yes, I live at 1705 County Road 44.",是的，我住在縣道 44 號 1705 巷。,45,needs_revision,是的，我住在縣道44號1705號。,[high] meaning_drift: None
Draft 1,L4S2,93,"00:05:38,340 --> 00:05:40,820",Is that near Burlington Avenue?,是在伯靈頓大道附近嗎？,100,ok,,
Draft 1,L4S2,94,"00:05:41,560 --> 00:05:41,840",Yes.,是的。,100,ok,,
Draft 1,L4S2,95,"00:05:42,040 --> 00:05:44,200",You make a left turn there and there's my house.,到那裡後往左轉，那裡就是我家。,100,ok,,
Draft 1,L4S2,96,"00:05:44,660 --> 00:05:46,060","And your phone number, please?",請告訴我您的電話號碼？,100,ok,,
Draft 1,L4S2,97,"00:05:46,720 --> 00:05:54,420",It's plus 352-300-797516.,是加 352-300-797516。,100,ok,,
Draft 1,L4S2,98,"00:05:55,120 --> 00:05:55,660",Great.,太好了。,100,ok,,
Draft 1,L4S2,99,"00:05:56,140 --> 00:05:58,460",Have you ever taken martial arts classes before?,你以前上過武術課嗎？,100,ok,,
Draft 1,L4S2,100,"00:05:58,900 --> 00:06:00,180","No, I haven't.",沒有，我沒有。,100,ok,,
Draft 1,L4S2,101,"00:06:00,280 --> 00:06:01,520",This will be my first time.,這將是我的第一次。,100,ok,,
Draft 1,L4S2,102,"00:06:01,840 --> 00:06:02,620",That's fine.,這樣就好。,100,ok,,
Draft 1,L4S2,103,"00:06:02,960 --> 00:06:05,400",Do you have any medical history or conditions,您是否有可能影響您參與,35,needs_revision,您是否有醫療病史或狀況,[medium] terminology: None; [high] meaning_drift: None
Draft 1,L4S2,104,"00:06:05,400 --> 00:06:08,940",that could affect your ability to participate in contact sports?,接觸性運動能力的醫療史或病史？,45,needs_revision,會影響您參與接觸性運動的能力嗎？,[high] meaning_drift: None
Draft 1,L4S2,105,"00:06:09,340 --> 00:06:13,240","I sometimes get headaches, but they are usually because of work stress.",我偶爾會頭痛，但通常是由於工作壓力所致。,87,minor_issues,,[low] style: None
Draft 1,L4S2,106,"00:06:13,580 --> 00:06:14,900",They won't affect my performance.,他們不會影響我的表現。,100,ok,,
Draft 1,L4S2,107,"00:06:15,620 --> 00:06:16,700",Thank you for letting me know.,謝謝您告知。,100,ok,,
Draft 1,L4S2,108,"00:06:16,940 --> 00:06:20,340","If you ever feel unwell during practice, just let us know.",如果您在練習期間感到不適，請隨時告知我們。,100,ok,,
Draft 1,L4S2,109,"00:06:20,740 --> 00:06:23,700","Last but not least, how did you hear about our center?",最後，請問您是如何得知我們中心的？,80,minor_issues,,[medium] terminology: None
Draft 1,L4S2,110,"00:06:24,340 --> 00:06:25,860","From a colleague, actually.",實際上，是從一位同事那裡得知的。,100,ok,,
Draft 1,L4S2,111,"00:06:26,320 --> 00:06:29,100",They recently started karate and recommended your center.,他們最近剛開始學習空手道，並推薦了您的中心。,100,ok,,
Draft 1,L4S2,112,"00:06:29,620 --> 00:06:31,760",Do you by chance know Adrian Rodriguez?,請問你剛好認識 Adrian Rodriguez 嗎？,100,ok,,
Draft 1,L4S2,113,"00:06:32,580 --> 00:06:33,280","Ah, yes.",啊，是的。,100,ok,,
Draft 1,L4S2,114,"00:06:33,460 --> 00:06:34,960",He's in the blue belt class.,他在藍帶班。,100,ok,,
Draft 1,L4S2,115,"00:06:35,560 --> 00:06:36,280","Wow, really?",哇，真的嗎？,100,ok,,
Draft 1,L4S2,116,"00:06:36,280 --> 00:06:38,440","Man, I don't know that he's that good.",哇，我不覺得他有那麼厲害。,80,minor_issues,,[medium] terminology: None
